ID,Prediction
843,0.0078
844,0.3386
845,0.261
846,0.2986
847,0.0056
848,0.0008
849,1.0
850,0.9974
851,0.413
852,0.157
853,0.0
854,0.16
855,0.2144
856,0.002
857,0.0
858,0.183
859,0.001
860,0.0014
861,0.0006
862,0.0024
863,0.0392
864,0.0754
865,0.033
866,0.6808
867,0.1442
868,0.0796
869,0.0
870,0.0174
871,0.7364
872,0.0002
873,0.9998
874,0.198
875,0.0004
876,0.1614
877,0.0
878,0.0
879,0.049
880,0.0306
881,0.0938
882,0.008
883,0.16
884,0.0
885,0.0
886,0.0106
887,0.2402
888,0.0264
889,0.246
890,0.4436
891,0.0086
892,0.9194
893,0.0232
894,0.0226
895,0.8912
896,0.0
897,0.6884
898,0.0
899,0.0732
900,0.0636
901,0.031
902,0.9936
903,0.2254
904,0.0544
905,0.2072
906,0.2994
907,0.775
908,0.2976
909,0.931
910,0.5262
911,0.0
912,0.0084
913,0.185
914,0.0
915,0.0954
916,0.3488
917,0.3282
918,0.0038
919,0.0
920,0.0
921,0.0
922,0.2644
923,0.062
924,0.0028
925,1.0
926,0.294
927,0.1638
928,0.6572
929,0.0
930,0.8646
931,0.0
932,0.1644
933,0.0132
934,0.0008
935,0.1034
936,0.0448
937,0.0198
938,0.5292
939,0.0004
940,0.507
941,0.231
942,0.7442
943,0.0
944,0.0
945,0.0088
946,0.0378
947,0.0336
948,0.3734
949,0.5242
950,0.004
951,0.0176
952,0.0004
953,0.0
954,0.0
955,0.0078
956,0.656
957,0.0046
958,0.3776
959,0.07
960,0.9512
961,0.2298
962,0.5332
963,0.356
964,0.0
965,1.0
966,1.0
967,0.0
968,0.0338
969,0.004
970,0.0
971,0.3082
972,0.0
973,0.206
974,1.0
975,0.0198
976,0.0234
977,0.0
978,0.9988
979,0.0004
980,0.1792
981,0.0
982,0.0414
983,0.1818
984,0.0378
985,0.0
986,0.6316
987,1.0
988,0.0024
989,0.2658
990,0.0
991,0.1866
992,0.01
993,0.9936
994,0.784
995,0.7716
996,0.0012
997,0.0058
998,0.0
999,0.395
1000,0.0014
1001,0.625
1002,0.3976
1003,0.0342
1004,0.7788
1005,0.0286
1006,0.1922
1007,0.3050428571428572
1008,0.029
1009,0.0198
1010,0.9998
1011,0.3872
1012,0.2604
1013,0.0
1014,0.0042
1015,0.6658
1016,0.761
1017,0.0024
1018,0.799
1019,0.0646
1020,0.1816
1021,0.6956
1022,0.457
1023,0.0096
1024,0.4618333333333334
1025,0.0212
1026,0.0
1027,0.4024
1028,0.0028
1029,0.0056
1030,0.028
1031,0.0464
1032,0.0006
1033,0.0
1034,0.002
1035,0.0
1036,0.2368
1037,0.1052
1038,0.9724
1039,0.0
1040,0.0484
1041,0.2346
1042,0.8692
1043,0.0
1044,0.5654
1045,1.0
1046,0.3908
1047,1.0
1048,0.0096
1049,0.0
1050,0.3354
1051,0.0
1052,0.9774
1053,0.1492
1054,0.3248
1055,0.5138
1056,1.0
1057,0.0
1058,0.297
1059,0.3778
1060,0.0012
1061,0.2242
1062,0.0318
1063,0.0626
1064,0.0
1065,0.0014
1066,0.0
1067,0.0828
1068,0.2974
1069,0.1282
1070,0.0
1071,0.0
1072,0.0086
1073,0.0458
1074,0.6616
1075,0.0012
1076,0.026
1077,0.0
1078,0.0336
1079,0.0
1080,0.0016
1081,0.0168
1082,0.0012
1083,0.4786
1084,0.0744
1085,0.0
1086,0.0
1087,0.3678
1088,0.023
1089,0.0018
1090,0.0
1091,0.0
1092,0.208
1093,0.2204
1094,0.0562
1095,0.001
1096,0.3186
1097,0.0034
1098,0.0
1099,0.6708
1100,0.0042
1101,0.9618
1102,1.0
1103,0.0462
1104,0.0
1105,0.1396
1106,0.0
1107,0.0776
1108,0.2834
1109,0.4464
1110,0.0462
1111,0.9994
1112,0.23
1113,0.004
1114,0.8438
1115,0.8486
1116,0.0
1117,0.0168
1118,0.4592
1119,0.0
1120,0.0
1121,0.249
1122,0.038
1123,0.001
1124,0.2494
1125,0.9308
1126,0.7538
1127,0.0
1128,0.0174
1129,0.0
1130,0.0462
1131,0.0342
1132,0.0004
1133,0.0056
1134,0.6892
1135,0.0
1136,1.0
1137,0.0338
1138,0.0012
1139,0.0388
1140,0.5604
1141,0.3412
1142,0.0064
1143,0.0074
1144,0.5456
1145,0.0512
1146,0.0924
1147,0.0
1148,0.0
1149,0.0002
1150,0.1246
1151,0.3792
1152,0.0008
1153,0.0044
1154,0.0142
1155,0.8878
1156,0.0552
1157,0.847
1158,0.2258
1159,0.176
1160,0.0018
1161,0.0
1162,0.026
1163,0.022
1164,0.5836
1165,0.3452
1166,0.1136
1167,0.0636
1168,0.0334
1169,0.1002
1170,0.3216
1171,0.6408
1172,0.0
1173,0.0
1174,0.5256
1175,0.266
1176,0.0
1177,0.4344857142857143
1178,0.0076
1179,0.026
1180,0.0018
1181,0.016
1182,0.0148
1183,0.5992
1184,0.5784
1185,0.0
1186,0.664
1187,0.9852
1188,0.0
1189,0.0002
1190,1.0
1191,0.0008
1192,0.0
1193,0.0006
1194,0.0196
1195,0.0
1196,0.1268
1197,0.188
1198,0.9396
1199,0.0288
1200,0.0084
1201,1.0
1202,0.0918
1203,0.0
1204,0.0002
1205,0.0212
1206,0.0004
1207,0.011
1208,0.2922
1209,0.9384
1210,0.1532
1211,0.101
1212,0.1996
1213,0.1358
1214,0.0134
1215,0.552
1216,1.0
1217,0.5274
1218,0.4516
1219,0.0046
1220,0.0094
1221,0.098
1222,0.3144
1223,0.1076
1224,0.2748
1225,0.322
1226,0.447
1227,0.6094
1228,0.6638
1229,0.0018
1230,0.092
1231,1.0
1232,0.0026
1233,0.0008
1234,0.0008
1235,0.2838333333333333
1236,0.0926
1237,0.9348
1238,0.0026
1239,0.4618
1240,0.4108
1241,0.2726
1242,0.0
1243,0.1712
1244,0.0164
1245,0.0
1246,0.3828
1247,0.018
1248,0.0112
1249,0.0
1250,0.2814
1251,0.0
1252,0.0004
1253,0.0774
1254,0.0
1255,0.0022
1256,0.1186
1257,0.0022
1258,0.0
1259,0.1282
1260,0.2665733333333334
1261,0.3298
1262,0.0072
1263,0.0
1264,0.6254933333333335
1265,0.775
1266,0.7634
1267,0.4772
1268,0.6194
1269,0.0998
1270,0.022
1271,0.7184
1272,0.7928
1273,0.099
1274,0.0024
1275,1.0
1276,0.3828
1277,0.0004
1278,0.8148
1279,0.3048
1280,1.0
1281,0.0632
1282,0.0212
1283,0.671
1284,0.0012
1285,0.239
1286,1.0
1287,0.315
1288,0.7422
1289,0.4634
1290,0.0
1291,0.0752
1292,1.0
1293,0.1024
1294,0.0124
1295,0.7004
1296,0.0
1297,0.0006
1298,0.1814
1299,0.0
1300,0.0
1301,0.6848
1302,0.009
1303,0.0008
1304,0.0
1305,0.0
1306,0.3062
1307,0.5724
1308,0.2188
1309,0.5258
1310,0.1016
1311,0.0002
1312,1.0
1313,0.101
1314,0.0002
1315,0.1246
1316,0.2468
1317,0.0
1318,0.0434
1319,0.4636
1320,0.51
1321,1.0
1322,0.0054
1323,0.0002
1324,0.0068
1325,0.0004
1326,0.8262
1327,0.176
1328,0.4656
1329,0.0312
1330,0.2610004761904761
1331,0.0824
1332,0.0
1333,0.168
1334,0.3106
1335,0.822
1336,0.0002
1337,0.0184
1338,0.2202
1339,0.0014
1340,0.3072
1341,0.0246
1342,0.2998
1343,0.0084
1344,0.183
1345,0.8174
1346,0.0558
1347,0.1512
1348,0.0064
1349,0.4506
1350,0.2764
1351,0.0172
1352,0.0
1353,0.2876
1354,0.2944
1355,0.002
1356,0.1096
1357,0.5644
1358,0.4116
1359,0.001
1360,0.0662
1361,0.0
1362,0.8666
1363,0.7982
1364,0.0
1365,0.0006
1366,0.117
1367,0.0162
1368,0.0
1369,0.0
1370,0.6066
1371,1.0
1372,0.7206
1373,0.42
1374,0.1654
1375,0.0032
1376,0.2464
1377,0.3438
1378,0.033
1379,0.0784
1380,0.0
1381,0.6372
1382,0.0002
1383,0.3412
1384,0.038
1385,0.0004
1386,0.0
1387,0.0252
1388,0.8856
1389,0.6464
1390,0.0212
1391,0.0682
1392,0.0018
1393,0.0002
1394,0.001
1395,0.4076
1396,0.5512
1397,0.0004
1398,0.1108
1399,0.0
1400,0.1704
1401,0.641
1402,0.2696
1403,0.0094
1404,0.8072
1405,0.0674
1406,0.0
1407,0.034
1408,0.27335333333333334
1409,0.0916
1410,0.044
1411,0.631
1412,0.0018
1413,0.0
1414,0.4506
1415,0.0022
1416,0.0
1417,0.851
1418,0.3622
1419,1.0
1420,0.0
1421,0.09
1422,0.0054
1423,0.3226
1424,0.193
1425,0.4072
1426,0.5634
1427,0.1692
1428,0.0462
1429,0.0948
1430,1.0
1431,0.0
1432,0.333
1433,0.0
1434,0.0046
1435,0.0012
1436,0.0002
1437,0.0
1438,0.0582
1439,0.5482
1440,0.1082
1441,0.0262
1442,0.0
1443,0.0256
1444,0.9476
1445,0.14686666666666665
1446,0.0
1447,0.0022
1448,0.5374
1449,0.5818
1450,0.0
1451,0.5438
1452,1.0
1453,0.0296
1454,0.0992
1455,1.0
1456,0.1582
1457,0.269
1458,0.6602
1459,0.0
1460,1.0
1461,0.0056
1462,0.0
1463,0.0
1464,1.0
1465,0.0
1466,0.0672
1467,0.0932
1468,1.0
1469,0.4908
1470,0.1898
1471,0.625
1472,0.17
1473,0.9156
1474,0.0996
1475,0.0002
1476,0.9976
1477,0.3872
1478,0.1026
1479,0.3912
1480,0.0018
1481,0.1286
1482,0.0752
1483,0.5348
1484,0.0038
1485,0.2806
1486,0.0098
1487,0.0002
1488,0.2336
1489,0.023
1490,0.0002
1491,0.0202
1492,0.0024
1493,0.0
1494,0.0
1495,0.255
1496,0.1652
1497,0.7934
1498,0.621
1499,0.0
1500,0.0778
1501,0.736
1502,0.0114
1503,0.0008
1504,0.0
1505,0.6974
1506,0.0088
1507,0.0
1508,0.0298
1509,0.3054
1510,0.017
1511,0.222
1512,0.0806
1513,0.002
1514,0.3722
1515,0.0
1516,0.0028
1517,0.0
1518,0.5826
1519,0.3606
1520,0.0
1521,0.414
1522,0.0094
1523,0.5464
1524,0.8218
1525,0.0034
1526,0.573
1527,0.0336
1528,0.001
1529,0.0
1530,0.0
1531,0.0344
1532,0.2232
1533,1.0
1534,0.0106
1535,0.819
1536,0.4454
1537,0.8898
1538,0.023
1539,0.0004
1540,0.5756
1541,0.3156
1542,0.0944
1543,0.5604
1544,0.3858
1545,0.514
1546,0.0
1547,0.058
1548,0.185
1549,0.0228
1550,0.0348
1551,0.0012
1552,0.0384
1553,0.0138
1554,0.149
1555,0.8448
1556,0.0
1557,0.0
1558,0.5996
1559,0.163
1560,0.4054
1561,1.0
1562,0.037
1563,0.1274
1564,0.003
1565,0.0904
1566,0.0
1567,0.0154
1568,0.1894
1569,0.46
1570,0.0
1571,0.1074
1572,0.7546
1573,0.1366
1574,0.6162
1575,0.1512
1576,0.0364
1577,0.0026
1578,0.0002
1579,0.2082
1580,0.7496
1581,0.0
1582,0.0394
1583,0.1046
1584,0.5228
1585,0.6536
1586,0.0344
1587,0.4732
1588,0.447
1589,0.1906
1590,0.0138
1591,0.0466
1592,0.0
1593,0.0
1594,0.0008
1595,0.0
1596,0.8578
1597,0.2006
1598,0.138
1599,0.885
1600,0.0012
1601,0.0002
1602,0.0018
1603,0.283
1604,0.0006
1605,0.0778
1606,1.0
1607,0.0
1608,0.0014
1609,0.2468
1610,0.2136
1611,0.0
1612,0.0
1613,0.0768
1614,0.0006
1615,0.0
1616,0.0726
1617,0.0
1618,0.8794
1619,0.3888
1620,0.0006
1621,1.0
1622,0.5597
1623,0.7076
1624,0.0
1625,0.0064
1626,0.4942
1627,0.6536
1628,0.247
1629,0.086
1630,0.4202
1631,0.0046
1632,0.4152
1633,0.0614
1634,0.0552
1635,0.0022
1636,0.0
1637,0.7388
1638,0.1844
1639,0.1234
1640,0.009
1641,0.191
1642,0.365
1643,0.0004
1644,0.0
1645,0.2016
1646,0.0616
1647,0.5188
1648,0.0116
1649,0.009
1650,0.0734
1651,0.0002
1652,0.0872
1653,0.0
1654,0.4634
1655,0.0
1656,0.0
1657,0.001
1658,0.7212
1659,0.0834
1660,0.3456
1661,0.0606
1662,0.0002
1663,0.4658
1664,0.1948
1665,0.0992
1666,0.5302
1667,0.1354
1668,0.3002
1669,0.0072
1670,0.0152
1671,0.0
1672,0.0
1673,0.782
1674,0.003
1675,0.1586
1676,0.0004
1677,0.0
1678,0.0
1679,0.0
1680,0.0008
1681,0.0182
1682,0.0828
1683,0.0618
1684,0.4026
1685,0.5274
1686,0.0028
1687,0.641
1688,0.47
1689,0.7176
1690,0.228
1691,0.0182
1692,0.4224
1693,0.0166
1694,0.0
1695,0.0142
1696,0.0298
1697,0.0426
1698,0.0108
1699,0.6608
1700,0.014
1701,0.3468
1702,0.0046
1703,0.0
1704,0.0
1705,0.3846
1706,0.0382
1707,0.0006
1708,0.0106
1709,0.001
1710,0.016
1711,0.0
1712,0.1306
1713,0.9546
1714,0.0
1715,0.0
1716,0.0
1717,0.9742
1718,0.4616
1719,0.0
1720,0.1698
1721,0.0
1722,0.2868
1723,0.0
1724,0.0374
1725,0.001
1726,0.2226
1727,0.2472
1728,0.2508
1729,0.8608
1730,0.0056
1731,0.7988
1732,0.6879466666666667
1733,0.0268
1734,0.052
1735,0.0
1736,0.8248
1737,0.1552
1738,0.0
1739,0.3227190476190476
1740,0.681
1741,0.147
1742,0.0106
1743,0.0
1744,0.0
1745,0.1194
1746,0.6166
1747,0.002
1748,0.009
1749,0.4752
1750,0.138
1751,0.0638
1752,0.0
1753,0.317
1754,0.7678
1755,0.3456
1756,0.0004
1757,0.3121
1758,0.5214
1759,0.0
1760,0.0
1761,0.1742
1762,0.0274
1763,0.0002
1764,0.2098
1765,0.7716
1766,0.0318
1767,0.1388
1768,0.0
1769,0.9682
1770,0.9998
1771,0.0
1772,0.0296
1773,1.0
1774,0.126
1775,0.1446
1776,0.3006
1777,0.4066
1778,0.0542
1779,0.0
1780,0.0
1781,0.0042
1782,0.0
1783,0.0
1784,0.148
1785,0.0002
1786,0.0
1787,0.358
1788,0.0
1789,0.1586
1790,0.0366
1791,0.1986
1792,0.0
1793,0.0
1794,0.8032
1795,0.5692
1796,0.7272
1797,0.0466
1798,0.0958
1799,0.0004
1800,0.0078
1801,0.403
1802,0.2848
1803,0.417
1804,0.0498
1805,1.0
1806,0.0908
1807,0.0
1808,0.657
1809,0.27925
1810,0.0482
1811,0.3258
1812,0.0006
1813,0.3442
1814,0.2428
1815,0.1068
1816,0.5304
1817,0.0644
1818,0.1966
1819,0.4082
1820,0.3602
1821,0.5502
1822,0.1588
1823,0.0
1824,0.0192
1825,0.0
1826,0.3288
1827,0.076
1828,0.0
1829,0.0072
1830,0.7094
1831,0.0678
1832,0.4634
1833,0.0006
1834,0.0
1835,0.9998
1836,0.1826
1837,0.0006
1838,0.011
1839,0.7424
1840,1.0
1841,0.0004
1842,0.0002
1843,0.0004
1844,0.663
1845,0.0218
1846,0.026
1847,0.0366
1848,0.036
1849,0.0
1850,0.0068
1851,1.0
1852,0.314
1853,0.0828
1854,0.3692
1855,0.3602
1856,0.6932
1857,0.0
1858,0.0
1859,0.0064
1860,0.0
1861,0.7222
1862,0.0
1863,0.0
1864,0.0
1865,0.0782
1866,0.8942
1867,0.0042
1868,0.0086
1869,0.013
1870,0.0324
1871,0.0302
1872,0.5044
1873,0.0
1874,0.0012
1875,0.2026
1876,0.0092
1877,0.2444
1878,0.0
1879,0.0158
1880,0.0408
1881,0.1682
1882,0.038
1883,1.0
1884,0.3108
1885,0.004
1886,0.2276
1887,0.0
1888,0.0248
1889,0.0
1890,0.5278
1891,0.5298
1892,0.0058
1893,0.208
1894,0.6914
1895,0.0008
1896,0.7474
1897,0.4778
1898,0.0998
1899,0.0292
1900,0.0006
1901,0.0508
1902,0.0
1903,0.0012
1904,0.008
1905,0.0
1906,0.3868
1907,0.2864
1908,0.986
1909,0.379
1910,0.0106
1911,0.6482
1912,0.0216
1913,0.0018
1914,0.544
1915,0.0228
1916,0.3356
1917,0.4716
1918,0.0572
1919,0.0
1920,1.0
1921,0.713
1922,0.0
1923,0.0006
1924,0.026
1925,0.1674
1926,0.9666
1927,0.0
1928,0.1476
1929,0.0582
1930,0.6648
1931,0.0004
1932,0.0
1933,0.0
1934,0.0
1935,0.0004
1936,0.0
1937,0.2492
1938,0.7394
1939,0.512
1940,0.2294
1941,0.0
1942,0.663
1943,0.7024
1944,0.39265333333333335
1945,0.7312
1946,0.0002
1947,0.0878
1948,0.4832
1949,0.0
